"YEAR","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES","Month"
2008,"ACT","All regions","All ages","mobile_phone_use","Police issued",2060,0,0,"01"
2008,"NSW","All regions","All ages","mobile_phone_use","Police issued",40882,0,0,"01"
2008,"NSW","All regions","All ages","speed_fines","Camera Issued",590408,0,0,"01"
2008,"NT","All regions","All ages","mobile_phone_use","Police issued",671,0,0,"01"
2008,"NT","All regions","All ages","speed_fines","Camera Issued",23865,0,0,"01"
2008,"QLD","All regions","All ages","mobile_phone_use","Police issued",28499,0,0,"01"
2008,"QLD","All regions","All ages","speed_fines","Camera Issued",502886,0,0,"01"
2008,"SA","All regions","All ages","mobile_phone_use","Police issued",11411,0,0,"01"
2008,"SA","All regions","All ages","speed_fines","Camera Issued",119500,0,0,"01"
2008,"TAS","All regions","All ages","mobile_phone_use","Police issued",6780,0,0,"01"
2008,"TAS","All regions","All ages","speed_fines","Camera Issued",59962,0,0,"01"
2008,"VIC","All regions","All ages","mobile_phone_use","Police issued",49739,0,0,"01"
2008,"VIC","All regions","All ages","speed_fines","Camera Issued",1114036,0,0,"01"
2008,"WA","All regions","All ages","mobile_phone_use","Police issued",15957,0,0,"01"
2008,"WA","All regions","All ages","speed_fines","Camera Issued",228822,0,0,"01"
2009,"ACT","All regions","All ages","mobile_phone_use","Police issued",1890,0,0,"01"
2009,"NSW","All regions","All ages","mobile_phone_use","Police issued",41167,0,0,"01"
2009,"NSW","All regions","All ages","speed_fines","Camera Issued",513616,0,0,"01"
2009,"NT","All regions","All ages","mobile_phone_use","Police issued",1106,0,0,"01"
2009,"NT","All regions","All ages","speed_fines","Camera Issued",19893,0,0,"01"
2009,"QLD","All regions","All ages","mobile_phone_use","Police issued",33352,0,0,"01"
2009,"QLD","All regions","All ages","speed_fines","Camera Issued",475870,0,0,"01"
2009,"SA","All regions","All ages","mobile_phone_use","Police issued",14167,0,0,"01"
2009,"SA","All regions","All ages","speed_fines","Camera Issued",107676,0,0,"01"
2009,"TAS","All regions","All ages","mobile_phone_use","Police issued",5665,0,0,"01"
2009,"TAS","All regions","All ages","speed_fines","Camera Issued",67768,0,0,"01"
2009,"VIC","All regions","All ages","mobile_phone_use","Police issued",53101,0,0,"01"
2009,"VIC","All regions","All ages","speed_fines","Camera Issued",1136590,0,0,"01"
2009,"WA","All regions","All ages","mobile_phone_use","Police issued",14804,0,0,"01"
2009,"WA","All regions","All ages","speed_fines","Camera Issued",254858,0,0,"01"
2010,"ACT","All regions","All ages","mobile_phone_use","Police issued",2407,0,0,"01"
2010,"ACT","All regions","All ages","speed_fines","Camera Issued",58705,0,0,"01"
2010,"NSW","All regions","All ages","mobile_phone_use","Police issued",51104,0,0,"01"
2010,"NSW","All regions","All ages","speed_fines","Camera Issued",390746,0,0,"01"
2010,"NT","All regions","All ages","mobile_phone_use","Police issued",998,0,0,"01"
2010,"NT","All regions","All ages","speed_fines","Camera Issued",26775,0,0,"01"
2010,"QLD","All regions","All ages","mobile_phone_use","Police issued",33013,0,0,"01"
2010,"QLD","All regions","All ages","speed_fines","Camera Issued",440622,0,0,"01"
2010,"SA","All regions","All ages","mobile_phone_use","Police issued",14139,0,0,"01"
2010,"SA","All regions","All ages","speed_fines","Camera Issued",91335,0,0,"01"
2010,"TAS","All regions","All ages","mobile_phone_use","Police issued",3735,0,0,"01"
2010,"TAS","All regions","All ages","speed_fines","Camera Issued",37376,0,0,"01"
2010,"VIC","All regions","All ages","mobile_phone_use","Police issued",54728,0,0,"01"
2010,"VIC","All regions","All ages","speed_fines","Camera Issued",1172460,0,0,"01"
2010,"WA","All regions","All ages","mobile_phone_use","Police issued",11705,0,0,"01"
2010,"WA","All regions","All ages","speed_fines","Camera Issued",300344,0,0,"01"
2011,"ACT","All regions","All ages","mobile_phone_use","Police issued",2284,0,0,"01"
2011,"ACT","All regions","All ages","speed_fines","Camera Issued",56719,0,0,"01"
2011,"NSW","All regions","All ages","mobile_phone_use","Police issued",46714,0,0,"01"
2011,"NSW","All regions","All ages","speed_fines","Camera Issued",389649,0,0,"01"
2011,"NT","All regions","All ages","mobile_phone_use","Police issued",729,0,0,"01"
2011,"NT","All regions","All ages","speed_fines","Camera Issued",24633,0,0,"01"
2011,"QLD","All regions","All ages","mobile_phone_use","Police issued",30389,0,0,"01"
2011,"QLD","All regions","All ages","speed_fines","Camera Issued",588714,0,0,"01"
2011,"SA","All regions","All ages","mobile_phone_use","Police issued",13402,0,0,"01"
2011,"SA","All regions","All ages","speed_fines","Camera Issued",61859,0,0,"01"
2011,"TAS","All regions","All ages","mobile_phone_use","Police issued",3241,0,0,"01"
2011,"TAS","All regions","All ages","speed_fines","Camera Issued",24427,0,0,"01"
2011,"VIC","All regions","All ages","mobile_phone_use","Police issued",52630,0,0,"01"
2011,"VIC","All regions","All ages","speed_fines","Camera Issued",1151555,0,0,"01"
2011,"WA","All regions","All ages","mobile_phone_use","Police issued",10485,0,0,"01"
2011,"WA","All regions","All ages","speed_fines","Camera Issued",558552,0,0,"01"
2012,"ACT","All regions","All ages","mobile_phone_use","Police issued",1722,0,0,"01"
2012,"ACT","All regions","All ages","speed_fines","Camera Issued",54201,0,0,"01"
2012,"NSW","All regions","All ages","mobile_phone_use","Police issued",42900,0,0,"01"
2012,"NSW","All regions","All ages","speed_fines","Camera Issued",432586,0,0,"01"
2012,"NT","All regions","All ages","mobile_phone_use","Police issued",722,0,0,"01"
2012,"NT","All regions","All ages","speed_fines","Camera Issued",27730,0,0,"01"
2012,"QLD","All regions","All ages","mobile_phone_use","Police issued",28548,0,0,"01"
2012,"QLD","All regions","All ages","speed_fines","Camera Issued",653679,0,0,"01"
2012,"SA","All regions","All ages","mobile_phone_use","Police issued",11623,0,0,"01"
2012,"SA","All regions","All ages","speed_fines","Camera Issued",54773,0,0,"01"
2012,"TAS","All regions","All ages","mobile_phone_use","Police issued",2141,0,0,"01"
2012,"TAS","All regions","All ages","speed_fines","Camera Issued",7410,0,0,"01"
2012,"VIC","All regions","All ages","mobile_phone_use","Police issued",61497,0,0,"01"
2012,"VIC","All regions","All ages","speed_fines","Camera Issued",1185037,0,0,"01"
2012,"WA","All regions","All ages","mobile_phone_use","Police issued",17822,0,0,"01"
2012,"WA","All regions","All ages","speed_fines","Camera Issued",588746,0,0,"01"
2013,"ACT","All regions","All ages","mobile_phone_use","Police issued",1356,0,0,"01"
2013,"ACT","All regions","All ages","speed_fines","Camera Issued",51948,0,0,"01"
2013,"NSW","All regions","All ages","mobile_phone_use","Police issued",33514,0,0,"01"
2013,"NSW","All regions","All ages","speed_fines","Camera Issued",426904,0,0,"01"
2013,"NT","All regions","All ages","mobile_phone_use","Police issued",1058,0,0,"01"
2013,"NT","All regions","All ages","speed_fines","Camera Issued",24536,0,0,"01"
2013,"QLD","All regions","All ages","mobile_phone_use","Police issued",27998,0,0,"01"
2013,"QLD","All regions","All ages","speed_fines","Camera Issued",762905,0,0,"01"
2013,"SA","All regions","All ages","mobile_phone_use","Police issued",12560,0,0,"01"
2013,"SA","All regions","All ages","speed_fines","Camera Issued",74391,0,0,"01"
2013,"TAS","All regions","All ages","mobile_phone_use","Police issued",2914,0,0,"01"
2013,"TAS","All regions","All ages","speed_fines","Camera Issued",7517,0,0,"01"
2013,"VIC","All regions","All ages","mobile_phone_use","Police issued",52452,0,0,"01"
2013,"VIC","All regions","All ages","speed_fines","Camera Issued",1015986,0,0,"01"
2013,"WA","All regions","All ages","mobile_phone_use","Police issued",14563,0,0,"01"
2013,"WA","All regions","All ages","speed_fines","Camera Issued",543491,0,0,"01"
2014,"ACT","All regions","All ages","mobile_phone_use","Police issued",1115,0,0,"01"
2014,"ACT","All regions","All ages","speed_fines","Camera Issued",45120,0,0,"01"
2014,"NSW","All regions","All ages","mobile_phone_use","Police issued",34952,0,0,"01"
2014,"NSW","All regions","All ages","speed_fines","Camera Issued",468465,0,0,"01"
2014,"NT","All regions","All ages","mobile_phone_use","Police issued",517,0,0,"01"
2014,"NT","All regions","All ages","speed_fines","Camera Issued",22871,0,0,"01"
2014,"QLD","All regions","All ages","mobile_phone_use","Police issued",25068,0,0,"01"
2014,"QLD","All regions","All ages","speed_fines","Camera Issued",1004090,0,0,"01"
2014,"SA","All regions","All ages","mobile_phone_use","Police issued",11886,0,0,"01"
2014,"SA","All regions","All ages","speed_fines","Camera Issued",100562,0,0,"01"
2014,"TAS","All regions","All ages","mobile_phone_use","Police issued",3256,0,0,"01"
2014,"TAS","All regions","All ages","speed_fines","Camera Issued",9250,0,0,"01"
2014,"VIC","All regions","All ages","mobile_phone_use","Police issued",41448,0,0,"01"
2014,"VIC","All regions","All ages","speed_fines","Camera Issued",1307924,0,0,"01"
2014,"WA","All regions","All ages","mobile_phone_use","Police issued",14377,0,0,"01"
2014,"WA","All regions","All ages","speed_fines","Camera Issued",711518,0,0,"01"
2015,"ACT","All regions","All ages","mobile_phone_use","Police issued",873,0,0,"01"
2015,"ACT","All regions","All ages","speed_fines","Camera Issued",50640,0,0,"01"
2015,"NSW","All regions","All ages","mobile_phone_use","Police issued",37989,0,0,"01"
2015,"NSW","All regions","All ages","speed_fines","Camera Issued",486571,0,0,"01"
2015,"NT","All regions","All ages","mobile_phone_use","Police issued",492,0,0,"01"
2015,"NT","All regions","All ages","speed_fines","Camera Issued",24928,0,0,"01"
2015,"QLD","All regions","All ages","mobile_phone_use","Police issued",23048,0,0,"01"
2015,"QLD","All regions","All ages","speed_fines","Camera Issued",1076622,0,0,"01"
2015,"SA","All regions","All ages","mobile_phone_use","Police issued",12446,0,0,"01"
2015,"SA","All regions","All ages","speed_fines","Camera Issued",85282,0,0,"01"
2015,"TAS","All regions","All ages","mobile_phone_use","Police issued",3273,0,0,"01"
2015,"TAS","All regions","All ages","speed_fines","Camera Issued",15220,0,0,"01"
2015,"VIC","All regions","All ages","mobile_phone_use","Police issued",33598,0,0,"01"
2015,"VIC","All regions","All ages","speed_fines","Camera Issued",1306201,0,0,"01"
2015,"WA","All regions","All ages","mobile_phone_use","Police issued",16666,0,0,"01"
2015,"WA","All regions","All ages","speed_fines","Camera Issued",752276,0,0,"01"
2016,"ACT","All regions","All ages","mobile_phone_use","Police issued",1120,0,0,"01"
2016,"ACT","All regions","All ages","speed_fines","Camera Issued",55750,0,0,"01"
2016,"NSW","All regions","All ages","mobile_phone_use","Police issued",38918,0,0,"01"
2016,"NSW","All regions","All ages","speed_fines","Camera Issued",494676,0,0,"01"
2016,"NT","All regions","All ages","mobile_phone_use","Police issued",535,0,0,"01"
2016,"NT","All regions","All ages","speed_fines","Camera Issued",22239,0,0,"01"
2016,"QLD","All regions","All ages","mobile_phone_use","Police issued",17213,0,0,"01"
2016,"QLD","All regions","All ages","speed_fines","Camera Issued",659305,0,0,"01"
2016,"SA","All regions","All ages","mobile_phone_use","Police issued",11153,0,0,"01"
2016,"SA","All regions","All ages","speed_fines","Camera Issued",182856,0,0,"01"
2016,"TAS","All regions","All ages","mobile_phone_use","Police issued",3191,0,0,"01"
2016,"TAS","All regions","All ages","speed_fines","Camera Issued",15977,0,0,"01"
2016,"VIC","All regions","All ages","mobile_phone_use","Police issued",27925,0,0,"01"
2016,"VIC","All regions","All ages","speed_fines","Camera Issued",1266642,0,0,"01"
2016,"WA","All regions","All ages","mobile_phone_use","Police issued",14926,0,0,"01"
2016,"WA","All regions","All ages","speed_fines","Camera Issued",567954,0,0,"01"
2017,"ACT","All regions","All ages","mobile_phone_use","Police issued",1299,0,0,"01"
2017,"ACT","All regions","All ages","speed_fines","Camera Issued",52913,0,0,"01"
2017,"NSW","All regions","All ages","mobile_phone_use","Police issued",41020,0,0,"01"
2017,"NSW","All regions","All ages","non_wearing_seatbelts","Camera Issued",28,0,0,"01"
2017,"NSW","All regions","All ages","non_wearing_seatbelts","Police issued",22926,0,0,"01"
2017,"NSW","All regions","All ages","speed_fines","Camera Issued",478004,0,0,"01"
2017,"NSW","All regions","All ages","speed_fines","Police issued",253949,0,0,"01"
2017,"NT","All regions","All ages","mobile_phone_use","Police issued",546,0,0,"01"
2017,"NT","All regions","All ages","speed_fines","Camera Issued",22556,0,0,"01"
2017,"QLD","All regions","All ages","mobile_phone_use","Police issued",15043,0,0,"01"
2017,"QLD","All regions","All ages","speed_fines","Camera Issued",733717,0,0,"01"
2017,"SA","All regions","All ages","mobile_phone_use","Police issued",11252,0,0,"01"
2017,"SA","All regions","All ages","speed_fines","Camera Issued",162804,0,0,"01"
2017,"TAS","All regions","All ages","mobile_phone_use","Police issued",2738,0,0,"01"
2017,"TAS","All regions","All ages","speed_fines","Camera Issued",13095,0,0,"01"
2017,"VIC","All regions","All ages","mobile_phone_use","Police issued",29293,0,0,"01"
2017,"VIC","All regions","All ages","speed_fines","Camera Issued",1220180,0,0,"01"
2017,"WA","All regions","All ages","mobile_phone_use","Police issued",16718,0,0,"01"
2017,"WA","All regions","All ages","non_wearing_seatbelts","Police issued",7309,0,0,"01"
2017,"WA","All regions","All ages","speed_fines","Camera Issued",646380,0,0,"01"
2017,"WA","All regions","All ages","speed_fines","Police issued",107803,0,0,"01"
2018,"ACT","All regions","All ages","mobile_phone_use","Police issued",1399,0,0,"01"
2018,"ACT","All regions","All ages","non_wearing_seatbelts","Police issued",197,0,0,"01"
2018,"ACT","All regions","All ages","speed_fines","Camera Issued",66449,0,0,"01"
2018,"NSW","All regions","All ages","mobile_phone_use","Police issued",37653,0,0,"01"
2018,"NSW","All regions","All ages","non_wearing_seatbelts","Camera Issued",15,0,0,"01"
2018,"NSW","All regions","All ages","non_wearing_seatbelts","Police issued",21538,0,0,"01"
2018,"NSW","All regions","All ages","speed_fines","Camera Issued",444372,0,0,"01"
2018,"NSW","All regions","All ages","speed_fines","Police issued",237017,0,0,"01"
2018,"NT","All regions","All ages","mobile_phone_use","Police issued",861,0,0,"01"
2018,"NT","All regions","All ages","non_wearing_seatbelts","Police issued",2558,0,0,"01"
2018,"NT","All regions","All ages","speed_fines","Camera Issued",27639,0,0,"01"
2018,"NT","All regions","All ages","speed_fines","Police issued",9813,0,0,"01"
2018,"QLD","All regions","All ages","mobile_phone_use","Police issued",12828,0,0,"01"
2018,"QLD","All regions","All ages","non_wearing_seatbelts","Police issued",8789,0,0,"01"
2018,"QLD","All regions","All ages","speed_fines","Camera Issued",859691,0,0,"01"
2018,"QLD","All regions","All ages","speed_fines","Police issued",161732,0,0,"01"
2018,"SA","All regions","All ages","mobile_phone_use","Police issued",8471,0,0,"01"
2018,"SA","All regions","All ages","non_wearing_seatbelts","Police issued",4909,0,0,"01"
2018,"SA","All regions","All ages","speed_fines","Camera Issued",174731,0,0,"01"
2018,"TAS","All regions","All ages","mobile_phone_use","Police issued",2614,0,0,"01"
2018,"TAS","All regions","All ages","speed_fines","Camera Issued",8609,0,0,"01"
2018,"VIC","All regions","All ages","mobile_phone_use","Police issued",32458,0,0,"01"
2018,"VIC","All regions","All ages","non_wearing_seatbelts","Police issued",13595,0,0,"01"
2018,"VIC","All regions","All ages","speed_fines","Camera Issued",1600565,0,0,"01"
2018,"WA","All regions","All ages","mobile_phone_use","Police issued",17697,0,0,"01"
2018,"WA","All regions","All ages","non_wearing_seatbelts","Police issued",5953,0,0,"01"
2018,"WA","All regions","All ages","speed_fines","Camera Issued",573664,0,0,"01"
2018,"WA","All regions","All ages","speed_fines","Police issued",115534,0,0,"01"
2019,"ACT","All regions","All ages","mobile_phone_use","Police issued",1098,0,0,"01"
2019,"ACT","All regions","All ages","non_wearing_seatbelts","Police issued",174,0,0,"01"
2019,"ACT","All regions","All ages","speed_fines","Camera Issued",59330,0,0,"01"
2019,"NSW","All regions","All ages","mobile_phone_use","Police issued",25463,0,0,"01"
2019,"NSW","All regions","All ages","non_wearing_seatbelts","Camera Issued",7,0,0,"01"
2019,"NSW","All regions","All ages","non_wearing_seatbelts","Police issued",19348,0,0,"01"
2019,"NSW","All regions","All ages","speed_fines","Camera Issued",442556,0,0,"01"
2019,"NSW","All regions","All ages","speed_fines","Police issued",216237,0,0,"01"
2019,"NT","All regions","All ages","mobile_phone_use","Police issued",760,0,0,"01"
2019,"NT","All regions","All ages","non_wearing_seatbelts","Police issued",3521,0,0,"01"
2019,"NT","All regions","All ages","speed_fines","Camera Issued",27208,0,0,"01"
2019,"NT","All regions","All ages","speed_fines","Police issued",12292,0,0,"01"
2019,"QLD","All regions","All ages","mobile_phone_use","Police issued",11580,0,0,"01"
2019,"QLD","All regions","All ages","non_wearing_seatbelts","Police issued",9009,0,0,"01"
2019,"QLD","All regions","All ages","speed_fines","Camera Issued",886731,0,0,"01"
2019,"QLD","All regions","All ages","speed_fines","Police issued",155049,0,0,"01"
2019,"SA","All regions","All ages","mobile_phone_use","Police issued",7567,0,0,"01"
2019,"SA","All regions","All ages","non_wearing_seatbelts","Police issued",4386,0,0,"01"
2019,"SA","All regions","All ages","speed_fines","Camera Issued",202914,0,0,"01"
2019,"TAS","All regions","All ages","mobile_phone_use","Police issued",2355,0,0,"01"
2019,"TAS","All regions","All ages","speed_fines","Camera Issued",6738,0,0,"01"
2019,"VIC","All regions","All ages","mobile_phone_use","Police issued",36694,0,0,"01"
2019,"VIC","All regions","All ages","non_wearing_seatbelts","Police issued",11835,0,0,"01"
2019,"VIC","All regions","All ages","speed_fines","Camera Issued",1004679,0,0,"01"
2019,"WA","All regions","All ages","mobile_phone_use","Police issued",11850,0,0,"01"
2019,"WA","All regions","All ages","non_wearing_seatbelts","Police issued",4469,0,0,"01"
2019,"WA","All regions","All ages","speed_fines","Camera Issued",580734,0,0,"01"
2019,"WA","All regions","All ages","speed_fines","Police issued",102262,0,0,"01"
2020,"ACT","All regions","All ages","mobile_phone_use","Police issued",812,0,0,"01"
2020,"ACT","All regions","All ages","non_wearing_seatbelts","Police issued",143,0,0,"01"
2020,"ACT","All regions","All ages","speed_fines","Camera Issued",57612,0,0,"01"
2020,"NSW","All regions","All ages","mobile_phone_use","Camera Issued",138847,0,0,"01"
2020,"NSW","All regions","All ages","mobile_phone_use","Police issued",12878,0,0,"01"
2020,"NSW","All regions","All ages","non_wearing_seatbelts","Camera Issued",5,0,0,"01"
2020,"NSW","All regions","All ages","non_wearing_seatbelts","Police issued",11715,0,0,"01"
2020,"NSW","All regions","All ages","speed_fines","Camera Issued",707453,0,0,"01"
2020,"NSW","All regions","All ages","speed_fines","Police issued",207863,0,0,"01"
2020,"NT","All regions","All ages","mobile_phone_use","Police issued",380,0,0,"01"
2020,"NT","All regions","All ages","non_wearing_seatbelts","Police issued",2111,0,0,"01"
2020,"NT","All regions","All ages","speed_fines","Camera Issued",33009,0,0,"01"
2020,"NT","All regions","All ages","speed_fines","Police issued",7912,0,0,"01"
2020,"QLD","All regions","All ages","mobile_phone_use","Police issued",4823,0,0,"01"
2020,"QLD","All regions","All ages","non_wearing_seatbelts","Police issued",6108,0,0,"01"
2020,"QLD","All regions","All ages","speed_fines","Camera Issued",779069,0,0,"01"
2020,"QLD","All regions","All ages","speed_fines","Police issued",131789,0,0,"01"
2020,"SA","All regions","All ages","mobile_phone_use","Police issued",6325,0,0,"01"
2020,"SA","All regions","All ages","non_wearing_seatbelts","Police issued",3935,0,0,"01"
2020,"SA","All regions","All ages","speed_fines","Camera Issued",175237,0,0,"01"
2020,"TAS","All regions","All ages","mobile_phone_use","Police issued",1966,0,0,"01"
2020,"TAS","All regions","All ages","non_wearing_seatbelts","Police issued",1332,0,0,"01"
2020,"TAS","All regions","All ages","speed_fines","Camera Issued",5430,0,0,"01"
2020,"TAS","All regions","All ages","speed_fines","Police issued",35321,0,0,"01"
2020,"VIC","All regions","All ages","mobile_phone_use","Police issued",21231,0,0,"01"
2020,"VIC","All regions","All ages","non_wearing_seatbelts","Police issued",7757,0,0,"01"
2020,"VIC","All regions","All ages","speed_fines","Camera Issued",937192,0,0,"01"
2020,"WA","All regions","All ages","mobile_phone_use","Police issued",7889,0,0,"01"
2020,"WA","All regions","All ages","non_wearing_seatbelts","Police issued",2804,0,0,"01"
2020,"WA","All regions","All ages","speed_fines","Camera Issued",595363,0,0,"01"
2020,"WA","All regions","All ages","speed_fines","Police issued",100223,0,0,"01"
2021,"ACT","All regions","All ages","mobile_phone_use","Police issued",544,0,0,"01"
2021,"ACT","All regions","All ages","non_wearing_seatbelts","Police issued",60,0,0,"01"
2021,"ACT","All regions","All ages","speed_fines","Camera Issued",113807,0,0,"01"
2021,"NSW","All regions","All ages","mobile_phone_use","Camera Issued",163722,0,0,"01"
2021,"NSW","All regions","All ages","mobile_phone_use","Police issued",10360,0,0,"01"
2021,"NSW","All regions","All ages","non_wearing_seatbelts","Camera Issued",5,0,0,"01"
2021,"NSW","All regions","All ages","non_wearing_seatbelts","Police issued",9597,0,0,"01"
2021,"NSW","All regions","All ages","speed_fines","Camera Issued",1273155,0,0,"01"
2021,"NSW","All regions","All ages","speed_fines","Police issued",179465,0,0,"01"
2021,"NT","All regions","All ages","mobile_phone_use","Police issued",309,0,0,"01"
2021,"NT","All regions","All ages","non_wearing_seatbelts","Police issued",1123,0,0,"01"
2021,"NT","All regions","All ages","speed_fines","Camera Issued",31997,0,0,"01"
2021,"NT","All regions","All ages","speed_fines","Police issued",6651,0,0,"01"
2021,"QLD","All regions","All ages","mobile_phone_use","Camera Issued",14574,0,0,"01"
2021,"QLD","All regions","All ages","mobile_phone_use","Police issued",3973,0,0,"01"
2021,"QLD","All regions","All ages","non_wearing_seatbelts","Camera Issued",5346,0,0,"01"
2021,"QLD","All regions","All ages","non_wearing_seatbelts","Police issued",5051,0,0,"01"
2021,"QLD","All regions","All ages","speed_fines","Camera Issued",865513,0,0,"01"
2021,"QLD","All regions","All ages","speed_fines","Police issued",113413,0,0,"01"
2021,"SA","All regions","All ages","mobile_phone_use","Police issued",4799,0,0,"01"
2021,"SA","All regions","All ages","non_wearing_seatbelts","Police issued",2684,0,0,"01"
2021,"SA","All regions","All ages","speed_fines","Camera Issued",202693,0,0,"01"
2021,"TAS","All regions","All ages","mobile_phone_use","Police issued",2328,0,0,"01"
2021,"TAS","All regions","All ages","non_wearing_seatbelts","Police issued",1129,0,0,"01"
2021,"TAS","All regions","All ages","speed_fines","Camera Issued",4244,0,0,"01"
2021,"TAS","All regions","All ages","speed_fines","Police issued",34984,0,0,"01"
2021,"VIC","All regions","All ages","mobile_phone_use","Police issued",15562,0,0,"01"
2021,"VIC","All regions","All ages","non_wearing_seatbelts","Police issued",6342,0,0,"01"
2021,"VIC","All regions","All ages","speed_fines","Camera Issued",1231672,0,0,"01"
2021,"WA","All regions","All ages","mobile_phone_use","Police issued",4909,0,0,"01"
2021,"WA","All regions","All ages","non_wearing_seatbelts","Police issued",1856,0,0,"01"
2021,"WA","All regions","All ages","speed_fines","Camera Issued",734701,0,0,"01"
2021,"WA","All regions","All ages","speed_fines","Police issued",74843,0,0,"01"
2022,"ACT","All regions","All ages","mobile_phone_use","Police issued",374,0,0,"01"
2022,"ACT","All regions","All ages","non_wearing_seatbelts","Police issued",41,0,0,"01"
2022,"NSW","All regions","All ages","mobile_phone_use","Camera Issued",194793,0,0,"01"
2022,"NSW","All regions","All ages","mobile_phone_use","Police issued",12904,0,0,"01"
2022,"NSW","All regions","All ages","non_wearing_seatbelts","Camera Issued",2,0,0,"01"
2022,"NSW","All regions","All ages","non_wearing_seatbelts","Police issued",9720,0,0,"01"
2022,"NSW","All regions","All ages","speed_fines","Camera Issued",1053321,0,0,"01"
2022,"NSW","All regions","All ages","speed_fines","Police issued",164275,0,0,"01"
2022,"NT","All regions","All ages","mobile_phone_use","Police issued",302,0,0,"01"
2022,"NT","All regions","All ages","non_wearing_seatbelts","Police issued",1166,0,0,"01"
2022,"NT","All regions","All ages","speed_fines","Camera Issued",27390,0,0,"01"
2022,"NT","All regions","All ages","speed_fines","Police issued",6252,0,0,"01"
2022,"QLD","All regions","All ages","mobile_phone_use","Camera Issued",118152,0,0,"01"
2022,"QLD","All regions","All ages","mobile_phone_use","Police issued",3487,0,0,"01"
2022,"QLD","All regions","All ages","non_wearing_seatbelts","Camera Issued",52079,0,0,"01"
2022,"QLD","All regions","All ages","non_wearing_seatbelts","Police issued",3848,0,0,"01"
2022,"QLD","All regions","All ages","speed_fines","Camera Issued",777226,0,0,"01"
2022,"QLD","All regions","All ages","speed_fines","Police issued",72173,0,0,"01"
2022,"SA","All regions","All ages","mobile_phone_use","Police issued",4583,0,0,"01"
2022,"SA","All regions","All ages","non_wearing_seatbelts","Police issued",3046,0,0,"01"
2022,"SA","All regions","All ages","speed_fines","Camera Issued",157432,0,0,"01"
2022,"SA","All regions","All ages","speed_fines","Police issued",28764,0,0,"01"
2022,"TAS","All regions","All ages","mobile_phone_use","Police issued",1973,0,0,"01"
2022,"TAS","All regions","All ages","non_wearing_seatbelts","Police issued",890,0,0,"01"
2022,"TAS","All regions","All ages","speed_fines","Camera Issued",14023,0,0,"01"
2022,"TAS","All regions","All ages","speed_fines","Police issued",28714,0,0,"01"
2022,"VIC","All regions","All ages","mobile_phone_use","Police issued",19428,0,0,"01"
2022,"VIC","All regions","All ages","non_wearing_seatbelts","Police issued",7492,0,0,"01"
2022,"VIC","All regions","All ages","speed_fines","Camera Issued",1255302,0,0,"01"
2022,"VIC","All regions","All ages","speed_fines","Police issued",122929,0,0,"01"
2022,"WA","All regions","All ages","mobile_phone_use","Police issued",6346,0,0,"01"
2022,"WA","All regions","All ages","non_wearing_seatbelts","Police issued",2186,0,0,"01"
2022,"WA","All regions","All ages","speed_fines","Camera Issued",775750,0,0,"01"
2022,"WA","All regions","All ages","speed_fines","Police issued",67791,0,0,"01"
2023,"ACT","Major Cities of Australia","0-16","speed_fines","Camera Issued",1,0,0,"01"
2023,"ACT","Major Cities of Australia","0-16","speed_fines","Police issued",2,0,0,"01"
2023,"ACT","Major Cities of Australia","0-16","unlicensed_driving","Police issued",1,1,1,"01"
2023,"ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued",8,0,0,"01"
2023,"ACT","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",1,0,0,"01"
2023,"ACT","Major Cities of Australia","17-25","speed_fines","Camera Issued",559,0,0,"01"
2023,"ACT","Major Cities of Australia","17-25","speed_fines","Camera Issued",143,0,0,"01"
2023,"ACT","Major Cities of Australia","17-25","speed_fines","Police issued",59,0,0,"01"
2023,"ACT","Major Cities of Australia","17-25","unlicensed_driving","Police issued",6,1,9,"01"
2023,"ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued",8,0,0,"01"
2023,"ACT","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",1,0,0,"01"
2023,"ACT","Major Cities of Australia","26-39","speed_fines","Camera Issued",1550,0,0,"01"
2023,"ACT","Major Cities of Australia","26-39","speed_fines","Camera Issued",313,0,0,"01"
2023,"ACT","Major Cities of Australia","26-39","speed_fines","Police issued",98,0,0,"01"
2023,"ACT","Major Cities of Australia","26-39","unlicensed_driving","Police issued",15,16,41,"01"
2023,"ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued",12,0,0,"01"
2023,"ACT","Major Cities of Australia","40-64","speed_fines","Camera Issued",2722,0,0,"01"
2023,"ACT","Major Cities of Australia","40-64","speed_fines","Camera Issued",476,0,0,"01"
2023,"ACT","Major Cities of Australia","40-64","speed_fines","Police issued",47,0,0,"01"
2023,"ACT","Major Cities of Australia","40-64","unlicensed_driving","Police issued",3,5,12,"01"
2023,"ACT","Major Cities of Australia","65 and over","speed_fines","Camera Issued",836,0,0,"01"
2023,"ACT","Major Cities of Australia","65 and over","speed_fines","Camera Issued",148,0,0,"01"
2023,"ACT","Major Cities of Australia","65 and over","speed_fines","Police issued",5,0,0,"01"
2023,"ACT","Major Cities of Australia","65 and over","unlicensed_driving","Police issued",0,0,1,"01"
